prodigious,3.0
grace,3.0
purposeful,3.0
exuberant,3.0
magical,3.0
ardent,3.0
charm,3.0
prestige,3.0
sturdy,3.0
charitable,3.0
liberate,3.0
perseverance,3.0
defender,3.0
fame,3.0
hospitable,3.0
prowess,3.0
courage,3.0
exultation,3.0
loveliness,3.0
worth-while,3.0
woo,3.0
happiness,3.0
complement,3.0
dauntless,3.0
bolster,3.0
momentous,3.0
redemption,3.0
civility,3.0
smile,3.0
admire,3.0
fun,3.0
elegance,3.0
astound,3.0
ecstasy,3.0
mercy,3.0
cheer,3.0
romanticize,3.0
hardy,3.0
resourcefulness,3.0
luxury,3.0
humorous,3.0
mighty,3.0
respite,3.0
faith,3.0
conscientious,3.0
statuesque,3.0
upheld,3.0
glow,3.0
great,3.0
reassurance,3.0
patriot,3.0
foresight,3.0
smitten,3.0
lucid,3.0
heroine,3.0
rightful,3.0
renown,3.0
uphold,3.0
rapture,3.0
friendly,3.0
genius,3.0
gaily,3.0
ingenuity,3.0
poise,3.0
talent,3.0
courageous,3.0
benevolence,3.0
deservedly,3.0
confidence,3.0
clever,3.0
kindness,3.0
exhilaration,3.0
praise,3.0
indulgence,3.0
earnestness,3.0
daring,3.0
intelligent,3.0
luster,3.0
glee,3.0
prosper,3.0
richness,3.0
optimal,3.0
thrill,3.0
mastery,3.0
gallant,3.0
honorable,3.0
tempt,3.0
confident,3.0
keen,3.0
chivalry,3.0
eminence,3.0
gladness,3.0
glamorous,3.0
glisten,3.0
aspiration,3.0
distinguished,3.0
triumphal,3.0
fervent,3.0
heartily,3.0
beauteous,3.0
gratify,3.0
righteousness,3.0
perfection,3.0
glory,3.0
receptive,3.0
triumphant,3.0
invulnerable,3.0
beautify,3.0
joy,3.0
thank,3.0
assure,3.0
commend,3.0
respect,3.0
willing,3.0
acclamation,3.0
likable,3.0
encouragement,3.0
optimistic,3.0
grandeur,3.0
surpass,3.0
generous,3.0
majesty,3.0
handy,3.0
smart,3.0
supportive,3.0
realistic,3.0
sparkle,3.0
idolize,3.0
faithfulness,3.0
illuminate,3.0
doubtless,3.0
rejoice,3.0
support,3.0
glimmer,3.0
excitement,3.0
worthiness,3.0
goodness,3.0
bountiful,3.0
inspiration,3.0
pretty,2.875
greatest,2.875
admiringly,2.875
awesome,2.875
idyllic,2.875
superlative,2.875
superb,2.875
nifty,2.875
engaging,2.875
charming,2.875
feisty,2.75
preferable,2.75
delicious,2.75
amusingly,2.75
opulent,2.75
astonished,2.75
hale,2.75
jovial,2.75
promising,2.75
delectable,2.75
amazed,2.75
marvellous,2.75
beautiful,2.75
glowing,2.75
impressively,2.75
adoringly,2.75
stunned,2.75
astounded,2.75
moral,2.625
first-rate,2.625
undaunted,2.625
encouraging,2.625
lovable,2.625
gainful,2.625
entertaining,2.625
exemplary,2.625
halcyon,2.625
saintly,2.625
groundbreaking,2.625
believable,2.625
guiltless,2.625
exalted,2.625
pious,2.625
erudite,2.625
cherished,2.625
praiseworthy,2.625
gratifying,2.625
redeeming,2.625
sanguine,2.625
titillating,2.625
elated,2.625
judicious,2.625
obtainable,2.625
kindly,2.625
insightful,2.625
mindful,2.625
magnanimous,2.625
sexy,2.625
exhilarating,2.625
trusting,2.625
tidy,2.625
exalting,2.625
light-hearted,2.625
vibrant,2.625
dynamic,2.5
originality,2.5
sleek,2.5
non-violent,2.5
cooperative,2.5
consistent,2.5
jubilantly,2.5
protection,2.5
suitable,2.5
golden,2.5
holy,2.5
award,2.5
abundance,2.5
unforgettable,2.5
swiftness,2.5
delicacy,2.5
effective,2.5
modesty,2.5
innovative,2.5
enrich,2.5
safe,2.5
reasonable,2.5
bright,2.5
encourage,2.5
comprehensive,2.5
free,2.5
enjoy,2.5
attune,2.5
clarity,2.5
plentiful,2.5
happily,2.5
irreproachable,2.5
praising,2.5
effectiveness,2.5
entrust,2.5
simplify,2.5
calmness,2.5
brilliance,2.5
marvelously,2.5
adequate,2.5
devout,2.5
protect,2.5
refinement,2.5
enlightenment,2.5
distinction,2.5
contribution,2.5
angel,2.5
excite,2.5
uncommon,2.5
coherent,2.5
uplift,2.5
dignify,2.5
enlighten,2.5
agile,2.5
ease,2.5
usable,2.5
survival,2.5
affability,2.5
sweeten,2.5
right,2.5
constructive,2.5
empowerment,2.5
improvement,2.5
delighted,2.5
impartiality,2.5
suffice,2.5
victorious,2.5
heal,2.5
true,2.5
revitalize,2.5
authoritative,2.5
premier,2.5
polite,2.5
abundant,2.5
first-class,2.5
tenacious,2.5
protective,2.5
advantage,2.5
refine,2.5
progress,2.5
accomplishment,2.5
cleanliness,2.5
boost,2.5
satisfy,2.5
entertain,2.5
sincerity,2.5
reclaim,2.5
heaven,2.5
non-violence,2.5
wonderfully,2.5
pure,2.5
affinity,2.5
revive,2.5
purify,2.5
fluent,2.5
stability,2.5
stabilize,2.5
accomplish,2.5
assurance,2.5
fiery,2.5
prosperity,2.5
efficient,2.5
well-intentioned,2.5
peaceful,2.5
energize,2.5
infallible,2.5
responsive,2.5
maturity,2.5
capable,2.5
dependable,2.5
prominence,2.5
peace,2.5
fulfillment,2.5
benefit,2.5
capability,2.5
piety,2.5
enhancement,2.5
steadiness,2.5
politeness,2.5
ample,2.5
brotherly,2.5
loyal,2.5
equitable,2.5
fairness,2.5
enhance,2.5
candid,2.5
portable,2.5
resound,2.5
empower,2.5
thrift,2.5
qualify,2.5
gleeful,2.5
sweetness,2.5
readily,2.5
revelation,2.5
affluence,2.5
pleasing,2.5
inexpensive,2.5
prompt,2.5
intricate,2.5
comfort,2.5
vigilance,2.5
bloom,2.5
smiling,2.5
fruitful,2.5
harmless,2.5
pamper,2.5
revival,2.5
indulgent,2.5
blossom,2.5
restful,2.5
blissful,2.5
serene,2.5
reconciliation,2.5
significant,2.5
achievement,2.5
clear,2.5
gold,2.5
versatility,2.5
famous,2.5
remedy,2.5
valuable,2.5
terrifically,2.5
intelligence,2.5
venerate,2.5
manly,2.5
distinctive,2.5
thrive,2.5
succeed,2.5
navigable,2.5
approve,2.5
sweet,2.5
civilize,2.5
champion,2.5
adaptable,2.5
reliable,2.5
grand,2.5
bonus,2.5
appreciable,2.5
robust,2.5
vigilant,2.5
useful,2.5
unlimited,2.5
abound,2.5
helpful,2.5
popular,2.5
twinkly,2.5
benefactor,2.5
shiny,2.5
appropriate,2.5
mature,2.5
autonomous,2.5
awestruck,2.5
reconcile,2.5
energetic,2.5
backbone,2.5
enrichment,2.5
stable,2.5
prudence,2.5
durable,2.5
fine,2.5
decency,2.5
survivor,2.5
honor,2.5
agreeable,2.5
rich,2.5
impress,2.5
improve,2.5
freedom,2.5
continuity,2.5
rapt,2.5
buoyant,2.5
commodious,2.5
enviably,2.5
superbly,2.5
thrifty,2.5
hilarious,2.5
adaptive,2.5
frank,2.5
promptly,2.5
feasible,2.5
facilitate,2.5
stimulate,2.5
agility,2.5
astonishing,2.5
champ,2.5
affluent,2.5
luminous,2.5
favor,2.5
industrious,2.5
approval,2.5
affirmative,2.5
amenity,2.5
sensitive,2.5
unity,2.5
soundness,2.5
covenant,2.5
accurate,2.5
skill,2.5
amply,2.5
prominent,2.5
success,2.5
trust,2.5
compatible,2.5
commitment,2.5
lawful,2.5
nourish,2.5
elate,2.5
gain,2.5
versatile,2.5
warmth,2.5
sweetheart,2.5
guarantee,2.5
boom,2.5
ecstatic,2.5
nourishment,2.5
joyful,2.375
glad,2.375
solid,2.375
irresistible,2.375
visionary,2.375
glorious,2.375
legendary,2.375
thorough,2.25
principled,2.25
overjoyed,2.25
improving,2.25
prestigious,2.25
competent,2.25
premium,2.25
well,2.25
appreciative,2.25
innocent,2.125
responsible,2.125
upfront,2.125
commonsense,2.125
humble,2.125
discreet,2.125
interested,2.125
verifiable,2.125
acceptable,2.125
adept,2.125
cordial,2.125
sustainable,2.125
expert,2.125
convenient,2.125
youthful,2.125
skilled,2.125
plain,2.125
advisable,2.125
stainless,2.125
encouragingly,2.0
repentance,2.0
integrity,2.0
spellbind,2.0
sagely,2.0
tantalizing,2.0
delightfully,2.0
rightness,2.0
uplifting,2.0
cogent,2.0
astute,2.0
romantically,2.0
congratulation,2.0
sumptuously,2.0
catchy,2.0
glimmering,2.0
calm,2.0
recommend,2.0
distinct,2.0
mesmerize,2.0
exuberantly,2.0
striving,2.0
famed,2.0
tremendously,2.0
advocacy,2.0
elegantly,2.0
assent,2.0
law-abiding,2.0
preferably,2.0
best-known,2.0
breathlessness,2.0
astoundingly,2.0
rejoicingly,2.0
greet,2.0
astutely,2.0
upside,2.0
gumption,2.0
devote,2.0
consent,2.0
outshine,2.0
soothingly,2.0
well-received,2.0
pleasurably,2.0
ebullient,2.0
absolve,2.0
elatedly,2.0
apotheosis,2.0
laud,2.0
truth,2.0
unabashed,2.0
heroize,2.0
endorsement,2.0
dashing,2.0
dexterous,2.0
cornerstone,2.0
tempting,2.0
truthfulness,2.0
playfully,2.0
lovably,2.0
fantasy,2.0
thoughtfully,2.0
undoubtedly,2.0
outstandingly,2.0
celebratory,2.0
enthral,2.0
master,2.0
enthrall,2.0
embellish,2.0
unabashedly,2.0
positively,2.0
rewardingly,2.0
joyfully,2.0
splendidly,2.0
deserving,2.0
mirth,2.0
sanctuary,2.0
enchanted,2.0
amusing,2.0
exonerate,2.0
constancy,2.0
gratefully,2.0
respectfully,2.0
subtle,2.0
excitedly,2.0
rejoicing,2.0
ardor,2.0
tenaciously,2.0
nicely,2.0
altruistically,2.0
stunningly,2.0
sensitivity,2.0
winnable,2.0
allure,2.0
luckier,2.0
accede,2.0
immaculately,2.0
appealing,2.0
enrapt,2.0
dexterously,2.0
fearlessly,2.0
awesomely,2.0
speedily,2.0
well-run,2.0
dotingly,2.0
inviolable,2.0
dazzled,2.0
jest,2.0
amour,2.0
shimmering,2.0
agreeableness,2.0
eloquence,2.0
opportunity,2.0
savings,2.0
stirringly,2.0
inquisitive,2.0
obedient,2.0
unequivocally,2.0
befit,2.0
zeal,2.0
dear,2.0
phenomenal,2.0
enticingly,2.0
palatable,2.0
posh,2.0
staunchly,2.0
idolized,2.0
trophy,2.0
titillatingly,2.0
expertly,2.0
effusion,2.0
lavishly,2.0
finely,2.0
amazingly,2.0
well-connected,2.0
vitality,2.0
justify,2.0
safeguard,2.0
effortlessly,2.0
congratulations,2.0
heartwarming,2.0
ingenuously,2.0
stupendously,2.0
cure-all,2.0
acclaimed,2.0
levity,2.0
exhilarate,2.0
ambitious,2.0
clear-cut,2.0
convincing,2.0
mightily,2.0
shimmeringly,2.0
ardently,2.0
undoubted,2.0
befriend,2.0
extoll,2.0
amaze,2.0
fortuitously,2.0
excellency,2.0
enthuse,2.0
better-than-expected,2.0
kindliness,2.0
enticing,2.0
celebrated,2.0
pleasingly,2.0
favour,2.0
supporter,2.0
conveniently,2.0
gorgeously,2.0
avidly,2.0
breathtaking,2.0
adjustable,2.0
humour,2.0
keenness,2.0
prefer,2.0
positiveness,2.0
captivate,2.0
indescribable,2.0
dedicated,2.0
trump,2.0
strikingly,2.0
sworn,2.0
convincingly,2.0
hardier,2.0
noteworthy,2.0
accolades,2.0
interesting,2.0
smarter,2.0
courageously,2.0
appreciatively,2.0
phenomenally,2.0
raptureously,2.0
edify,2.0
richly,2.0
prudently,2.0
amusement,2.0
concur,2.0
abide,2.0
wholeheartedly,2.0
self-determination,2.0
skillfully,2.0
invaluablely,2.0
sensationally,2.0
profess,2.0
striking,2.0
truthfully,2.0
fortuitous,2.0
raptureous,2.0
glossy,2.0
profuse,2.0
poeticize,2.0
humane,2.0
astonishingly,2.0
acumen,2.0
fashionably,2.0
clearer,2.0
remunerate,2.0
supremely,2.0
flawlessly,2.0
saintliness,2.0
unassailable,2.0
elan,2.0
motivate,2.0
enthusiast,2.0
well-wishers,2.0
infallibly,2.0
lionhearted,2.0
keenly,2.0
honesty,2.0
smilingly,2.0
admirably,2.0
unequivocal,2.0
vibrantly,2.0
smartest,2.0
alluringly,2.0
charismatic,2.0
worthwhile,2.0
almighty,2.0
stylishly,2.0
sensibly,2.0
sincerely,2.0
ebulliently,2.0
crusader,2.0
embrace,2.0
rally,2.0
wisely,2.0
thrills,2.0
triumphantly,2.0
deft,2.0
consensus,2.0
enchanting,2.0
awesomeness,2.0
laudably,2.0
poised,2.0
preference,2.0
dare,2.0
satisfaction,2.0
fortune,2.0
exquisitely,2.0
sanity,2.0
gratifyingly,2.0
subsidize,2.0
squarely,2.0
exciting,2.0
propitiously,2.0
ovation,2.0
tremendous,2.0
masterpieces,2.0
rectification,2.0
wonderous,2.0
condone,2.0
compensate,2.0
regard,2.0
plenty,2.0
noiseless,2.0
merriness,2.0
exemplar,2.0
flatteringly,2.0
invigorating,2.0
ingeniously,2.0
ideally,2.0
deserve,2.0
repent,2.0
unparalleled,2.0
dextrous,2.0
resounding,2.0
righten,2.0
plausibility,2.0
vanquish,2.0
tolerance,2.0
quicken,2.0
exhilaratingly,2.0
graciousness,2.0
exceptionally,2.0
masterpiece,2.0
whimsical,2.0
harmoniously,2.0
excellently,2.0
befitting,2.0
undisputably,2.0
indispensable,2.0
exaltedly,2.0
sacred,2.0
fervid,2.0
simplicity,2.0
indomitable,2.0
spectacularly,2.0
breathtakingly,2.0
coax,2.0
heartfelt,2.0
closeness,2.0
crusade,2.0
tantalizingly,2.0
astonish,2.0
heros,2.0
impressiveness,2.0
ally,2.0
unencumbered,2.0
generously,2.0
sweeping,2.0
mesmerizing,2.0
knowledgeable,2.0
effusively,2.0
marvelousness,2.0
impeccably,2.0
expansive,2.0
boldness,2.0
forgive,2.0
entrancing,2.0
sensations,2.0
spiritual,2.0
obedience,2.0
humourous,2.0
effortless,2.0
euphoria,2.0
aver,2.0
justly,2.0
gleefully,2.0
appreciation,2.0
luckily,2.0
adulate,2.0
motivation,2.0
comforting,2.0
fervidly,2.0
ecstatically,2.0
warmly,2.0
thrillingly,2.0
adulatory,2.0
ennoble,2.0
captivating,2.0
gracefully,2.0
virtuously,2.0
tribute,2.0
charmingly,2.0
recommendations,2.0
unfettered,2.0
precaution,2.0
potent,2.0
glistening,2.0
wow,2.0
insightfully,2.0
candor,2.0
trustingly,2.0
adorer,2.0
adored,2.0
protector,2.0
blissfully,2.0
rave,2.0
patiently,2.0
faithfully,2.0
astonishment,2.0
enchantingly,2.0
shrewd,2.0
moderation,2.0
understand,2.0
intriguing,2.0
spellbindingly,2.0
clout,2.0
credence,2.0
heroically,2.0
beautifully,2.0
forgiveness,2.0
handily,2.0
engrossing,2.0
indispensability,2.0
persuasive,2.0
alluring,2.0
profoundly,2.0
eagerly,2.0
elation,2.0
recommended,2.0
studious,2.0
grin,2.0
fabulously,2.0
advocate,2.0
enthusiastically,2.0
gloriously,2.0
impassioned,2.0
entice,2.0
amicably,2.0
irresistibly,2.0
unfazed,2.0
euphorically,2.0
understood,2.0
trendy,2.0
fanfare,2.0
beneficially,2.0
novelty,2.0
exceeding,2.0
best-performing,2.0
patient,2.0
conciliatory,2.0
audible,2.0
forgave,2.0
shrewdness,2.0
illuminating,2.0
complimentary,2.0
miracles,2.0
mesmerizingly,2.0
calming,2.0
glowingly,2.0
graciously,2.0
time-honored,2.0
well-regarded,2.0
ecstasies,2.0
intuitive,2.0
goodwill,2.0
highlight,2.0
cure,2.0
evocative,2.0
surmise,2.0
adoring,2.0
venerable,2.0
fervently,2.0
wellbeing,2.0
admiring,2.0
enjoyably,2.0
fascinatingly,2.0
passion,2.0
sage,2.0
felicity,2.0
magic,2.0
idealize,2.0
rapturously,2.0
outdo,2.0
delightfulness,2.0
friendliness,2.0
pledge,2.0
sensation,2.0
outsmart,2.0
relent,2.0
justification,2.0
notable,2.0
enterprising,2.0
commendably,2.0
fondly,2.0
salvation,2.0
agreeably,2.0
steadfastly,2.0
felicitate,2.0
gladly,2.0
nobly,2.0
ebullience,2.0
nurture,2.0
inviolate,2.0
surge,2.0
gainfully,2.0
trumpet,2.0
unquestionable,2.0
winners,2.0
insistent,2.0
justifiably,2.0
luxuriously,2.0
tact,2.0
invincibility,2.0
solidarity,2.0
regally,2.0
fortunately,2.0
daringly,2.0
well-managed,2.0
insight,2.0
stimulating,2.0
flattering,2.0
spellbound,2.0
blessing,2.0
wonderously,2.0
supurb,2.0
self-satisfaction,2.0
nurturing,2.0
mercifully,2.0
masters,2.0
monumentally,2.0
illuminati,2.0
upliftingly,2.0
solicitously,2.0
notably,2.0
serenity,2.0
felicitous,2.0
rectifying,2.0
opportune,2.0
promoter,2.0
supurbly,2.0
fascinating,2.0
compliant,2.0
realistically,2.0
perfectly,2.0
inestimably,2.0
vouch,2.0
luckiness,2.0
inestimable,2.0
haven,2.0
exultingly,2.0
extraordinarily,2.0
frugal,2.0
magnificently,2.0
devotion,2.0
captivation,2.0
masterfully,2.0
intriguingly,2.0
outstrip,2.0
clearly,2.0
awed,2.0
effusiveness,2.0
willful,2.0
passionately,2.0
better-known,2.0
courtesy,2.0
awe,2.0
courageousness,2.0
refreshing,2.0
jubilation,2.0
heartening,2.0
magnanimously,2.0
well-being,2.0
inspiring,2.0
illumine,2.0
conciliate,2.0
god-given,2.0
hope,2.0
exceptional,2.0
exaltation,2.0
exaltingly,2.0
marvels,2.0
fantastically,2.0
enhanced,2.0
righteously,2.0
luckiest,2.0
correctly,2.0
stellarly,2.0
proficiently,2.0
valiantly,2.0
galore,2.0
admit,2.0
maximize,2.0
jubilate,2.0
flourishing,2.0
dazzling,2.0
amiabily,2.0
divinely,2.0
coherence,2.0
overture,2.0
stunning,2.0
lush,2.0
hearten,2.0
eulogize,2.0
temptingly,2.0
painstaking,2.0
joyously,2.0
rightfully,2.0
prodigiously,2.0
amicability,2.0
endearing,2.0
fascinate,2.0
sanctify,2.0
exceedingly,2.0
scruples,2.0
attractively,2.0
aspirations,2.0
earnestly,2.0
famously,2.0
miraculousness,2.0
incredibly,2.0
like,2.0
lucidly,2.0
exceed,2.0
hail,2.0
recommendation,2.0
liking,2.0
rewarding,2.0
humorously,2.0
forgiven,2.0
obey,2.0
unquestionably,2.0
stellar,2.0
well-informed,2.0
refuge,2.0
smartly,2.0
eloquently,2.0
rectify,2.0
promise,2.0
esteem,2.0
brilliantly,2.0
upliftment,2.0
miraculously,2.0
privilege,2.0
profusion,2.0
sumptuousness,2.0
rightly,2.0
renowned,2.0
spellbinding,2.0
gallantly,2.0
uttermost,2.0
excitingly,2.0
astounding,2.0
discerning,1.875
therapeutic,1.875
steady,1.875
fresh,1.875
genuine,1.8639999999999999
well-bred,1.75
understated,1.75
top-quality,1.75
unbound,1.75
honored,1.75
rousing,1.75
epic,1.75
accomplished,1.75
loving,1.75
mannerly,1.75
finer,1.75
well-mannered,1.75
moralistic,1.75
pain-free,1.75
comfortable,1.75
gentle,1.75
sufficient,1.75
stirring,1.75
elaborate,1.625
lofty,1.625
tops,1.625
just,1.625
sanitary,1.625
truly,1.625
topnotch,1.625
dead-on,1.625
replaceable,1.625
devoted,1.625
major,1.625
heady,1.625
kind,1.625
humanitarian,1.625
top-notch,1.625
excusable,1.625
justifiable,1.625
manifest,1.625
ingratiating,1.625
obliged,1.625
ascertainable,1.625
advantageously,1.625
fine-looking,1.625
realizable,1.625
retractable,1.625
magnetic,1.5
undisputed,1.5
rescue,1.5
co-operation,1.5
thriving,1.5
flashy,1.5
tolerate,1.5
welfare,1.5
resilient,1.5
mentor,1.5
secure,1.5
achievable,1.5
tickle,1.5
best-selling,1.5
achieve,1.5
conquer,1.5
survive,1.5
care,1.5
upscale,1.5
accordance,1.5
significance,1.5
titillate,1.5
easier,1.5
lifelong,1.5
brightness,1.5
reasonably,1.5
victory,1.5
celebrity,1.5
durability,1.5
toleration,1.5
adhesion,1.5
independence,1.5
painless,1.5
tolerant,1.5
speedy,1.5
dexterity,1.5
top,1.5
unbroken,1.5
reparation,1.5
asset,1.5
diversified,1.5
reaffirm,1.5
well-positioned,1.5
profitable,1.5
quench,1.5
modern,1.5
responsibly,1.5
conducive,1.5
relevant,1.5
orderly,1.5
principle,1.5
acquit,1.5
elite,1.5
guidance,1.5
scrupulous,1.5
mend,1.5
colorful,1.5
adherence,1.5
personages,1.5
well-educated,1.5
afloat,1.5
cooperation,1.5
interest,1.5
basic,1.5
pro,1.5
utilitarian,1.5
fairly,1.5
appease,1.5
advantages,1.5
advanced,1.5
humanity,1.5
unique,1.5
security,1.5
envision,1.5
deal,1.5
successfully,1.5
bold,1.5
confer,1.5
ensure,1.5
civil,1.5
honeymoon,1.5
balanced,1.5
refined,1.5
diligence,1.5
powerfully,1.5
high-quality,1.5
liberalism,1.5
cohesion,1.5
precedent,1.5
dance,1.5
idealism,1.5
aristocratic,1.5
rapturous,1.5
reunite,1.5
appeal,1.5
efficacious,1.5
self-sufficient,1.5
afford,1.5
validity,1.5
easiest,1.5
necessarily,1.5
cost-saving,1.5
savor,1.5
allowable,1.5
sustainability,1.5
renovation,1.5
temperate,1.5
natural,1.5
purification,1.5
impartially,1.5
shield,1.5
hot,1.5
low-cost,1.5
spacious,1.5
qualified,1.5
equality,1.5
accomplishments,1.5
amnesty,1.5
peacekeepers,1.5
breakthrough,1.5
bullish,1.5
profit,1.5
viable,1.5
gush,1.5
cooperatively,1.5
recompense,1.5
simplified,1.5
